Title,Posted Date,Rental Price,Number of bedrooms,Neighborhood,Description
Studio suite located in the heart of Whistler village,2019-03-05,,None,Whistler village,"
        
We have a cozy deluxe studio suite that is located in the heart of the main village, overlooking the village stroll. 

It is located just above fine restaurants and shops as well as night life and entertainment. 
It is just around the corner from MarketPlace, which has a full grocery store, liquor store, video store, Starbucks and pharmacy among many other shops. It is also just a short stroll through the village to the gondolas of either Whistler or Blackcomb Mountains. 

In our unit, there is a river rock fireplace, a full kitchen including dishwasher, double sink, and microwave, as well as an insuite clothes washer/dryer & High speed internet. Our bathroom also has a deep soaker tub. There is also a hot tub and exercise room located in the complex as well as secure underground parking. 

There is a reception concierge desk to check you in and out, as well as to answer any questions that you may have on site at all times. 

Free concerts in summer, and free ice skating in winter



Rates depend on the season and length of stay

Please contact me for rates and availability 

Non smoking only

    "
►►►Pet-friendly cottages~Bella Beach Community with hottubs,2019-03-05,,None,OPEN Wkday Special~3rd night FREE Call today/LINCOLN BEACH,"
        

	
					 
					
	
	


	

LOTS OF cozy HOMES TO CHOOSE FROM VISIT OUR SITE FOR ALL THE DETAILS:CLICK ON http://bellabeachrentals.com/THEN CALL FOR MORE INFORMATION  
    "
DOWNTOWN CHELAN PERFECT LOCATION SLEEPS 4,2019-03-05,,1br,Chelan,"
        
To secure a reservation go to www.vrbo.com and type 407644 into the destination/listing # box.  
           
You can check availability and rates, terms, and conditions and instantly book your stay!

For any additional details or questions feel free to call or text  
 

Park your car!!!  The address is 420 west Manson.  The Cabana at Lake Chelan offers a gorgeous condominium in downtown Chelan with a private pool just steps outside your living room. This unit sleeps 4.  A premier location across the street from the lake, Don Morse Park and only a short walk from Chelan's shops, restaurants and down town corridor.  This like new completely remodeled unit has side wall soundproofing and is fully furnished with high quality features including: slab granite counter tops, travertine floors, cherry cabinets, stainless steel appliances, flat screen TV's, private patio and highspeed fiber.  This unit that has a specialized Kaba lock system for ease of mind with small children concerning the pool area.  It has one designated parking stall per unit with lots of extra street parking, and the Marina parking lot will hold your boat in a paid parking lot.
Historic Chelan is a short pleasurable walk to the many unique stores that this small town has.  
If wine is your thing, there are numerous wineries in the town of Chelan! 

Thank You,
Todd
    "
Waterfront Luxury-3 private acres~HotTub-OPEN this Wkemd,2019-03-05,,3br,Lincoln City ~ call today OPEN 9am-10pm,"
        
House Name: Winged Sanctuary Estate 

How do I find out more information? Go to web site (http://www.bellabeachrentals.com) then call  
, we offer up to date calendars, photos and pricing.

Come visit the magnificent Oregon Coast today. 

Bella Beach Vacation Rentals  offers the most beautifully, well-maintained vacation rental homes available on the Oregon Coast. Select from Nantucket-style family cottages in the Bella Beach community to Roads End craftsman and Lincoln City Siletz Bay front, the choice is yours. . . 

Location: Lincoln City 
PRIVATE GATED ESTATE Pet-Friendly, Hot Tub, Fire Pit, Private Gated Waterfront Estate 

Winged Sanctuary Estate - An exquisitely built designer home which is part of a privately owned 3 plus acre parcel in Lincoln City, Sanctuary Estate sits on a unique 1/2 acre of this Bay Front property. Truly a bird watcher's paradise, this location offers unobstructed panoramic views of Siletz Bay, Drift Creek, Tidal Flats, Oregon Coastal Mountains and the Salishan Spit. 

Rent : Winter: $250 per night, Spring/Fall: $275 per night, Summer: $375 per night, Independence Day: $575 per night, plus tax and cleaning fee.


RENTAL DETAILS: 
Accommodates 8 - http://bellabeachrentals.com/vacation-rentals/winged-sanctuary-estate/ 



►►► GO TO http://www.bellabeachrentals.com THEN Call above referenced number.
    "
"Spring Special!-Lovely Sea Vu-HTub-WiFi-50""Smart TV-Comp Wine-Dogs!",2019-03-05,,2br,Waldport ~ Best Beach Central Coast!,"
        
Spring Special! Enjoy Saving $50 Per Night 3/1/19 through 5/15/19 at the Rate of $150/Night (Spring Break of March 22-30 Excluded)!

We are the builders/owners of The Waves House ~

There is:

~ No “Booking” Fee
~ No “Service” Fee
~ No “Manager’s” Fee
~ No Damage Deposit

You may view availability, photos and info on The Waves House at our web site: https://oregoncoastnow.com/

Welcome to The Waves House, a Custom Contemporary Home, now Dog-Friendly, with Marquis Hot Tub, 30 Mbps High Speed Wireless Internet, and 50"" Smart TV located in Bayshore Estates on the central Oregon Coast just north of Waldport, Oregon, and 15 minutes south of Newport. This section of the Oregon Coast is the most spectacular of the entire Pacific Coast - come see for yourself. 

Family affordable luxury. As you sip your complimentary wine, enjoy stunning ocean views from this contemporary home with Hot Tub, 30 Mbps High Speed Wireless Internet, and 50"" flat screen Smart TV, cathedral ceilings, natural maple and mahogany wood cabinets, doors, and trim, recessed lighting, custom armoires, microsuede and leather furniture, slate wood-burning fireplace, and hand-painted tile. The deck provides a view of breathtaking Pacific sunsets and whale-watching, with chairs, picnic table, and gas BBQ for your enjoyment.

Just steps away is an easy beach access to 7 miles of flat, white sandy beach to watch whales, hunt for treasures, and enjoy a fire on the beach! During the Summer, enjoy the Bayshore Beach Club heated outdoor pool, fitness center, pool table, Nintendo, foosball (and more) privileges for a fee of $8/person/day.

Especially Child-Friendly, The Waves House offers a high chair, porta-crib, stroller, toys, books, games, and outdoor child’s picnic table. After a long day on the 7-mile beach, come in and cozy up around the warm wood fire with a book, game, or movie, or soak in the private HOT TUB under the stars with only the sound of the crashing surf.

The 'casually elegant' champagne Living Room offers a stunning view of the ocean, cathedral ceiling, skylights, wood sconces, recessed lighting, slate woodburning fireplace, microsuede and leather furniture, custom maple entertainment center with stereo//DVD system and 50"" flat screen Smart TV.

Adjoining the living room, the stunning ocean-view kitchen features a full complement of cooking utensils and modern appliances graced by finely crafted western maple cabinetwork, cathedral ceiling, skylight, hand-painted tile backsplashes, bay window, and a functional and beautiful mahogany island counter and breakfast bar. The large dining room table is finely crafted of maple and seats seven comfortably.

Enter the periwinkle Master Bedroom Suite to find elegant maple King Pillow-top bed with fluffy cotton linens and Down comforter, cathedral ceiling, custom armoire, Cable TV/DVD, and window seating in the bay window with leather recliner for your relaxation while taking in the ocean view. A Twin Memory Foam Futon with fluffy cotton linens and comforter completes the Master Bedroom. Adjoining is a Master Bath with Jacuzzi, comforting gel and lotion spa essentials for your pure relaxation.

The second sea-foam Bedroom offers another King Pillow-top bed with fluffy cotton linens and Down comforter, cathedral ceiling, custom armoire, Cable TV/DVD, and ocean view. The second full sea-foam bath offers, again, the comforting gel and lotion spa essentials for your pure enjoyment.

The following features of The Waves House may be helpful to you ~

~ Accommodates 7 guests including children/infants any time, day or night
~ 2 bedrooms, 2 full baths (with handmade goat's milk and olive oil soaps, and gel/lotion spa essentials) Custom Contemporary Home
~ Marquis Top Of The Line HOT TUB with Ocean View ~ accommodates 5-6 people 
~ Accommodating your dog friends (2 maximum) with a dog basket with towels, treats, plastic bags for refuse, and dog bowls
~ Complimentary Bottle of Wine awaits you
~ 30 Mbps High Speed Wireless Internet	
~ 50"" flat screen Smart TV, 2 Cable TVs, 3 DVDs, stereo, CD player
~ During the Summer, Bayshore Beach Club heated outdoor pool, fitness center, pool table, Nintendo, foosball, tennis, and badminton (and more) privileges with small fee 
~ 7 miles of flat, sandy beach ~ you may have fires on this beach also
~ Beds: Pillow-Top King in Master Suite, Pillow-Top King in second Bedroom, Micro Suede Sleeper Sofa (Queen Sealy mattress) in Living Room, and Memory Foam Twin Futon in Master Suite
~ Maximum comfort micro suede and leather furniture in Living Room with wood-burning slate fireplace
~ Ocean-View deck with gas BBQ, deck furniture and children's outdoor toys
~ Beautiful fully equipped kitchen with dishwasher, refrigerator, Amana Electric Ceramic Cooktop Stove, microwave, espresso maker, coffee maker, coffee grinder, electric tea kettle, toaster, blender, crock pot, deep soup pot, as well as dishes, utensils, spice rack, apron
~ Especially child-friendly with Porta-crib, high chair, stroller, books, games, toys, Netflix movies 
~ All linens including fluffy cotton bed linens, Down comforters on each Pillow-top King bed, cotton bath and kitchen towels, and a starter supply of paper products provided
~ Laundry responsibility upon departure is to wash/dry 1 load of towels only
~ Sorry, No Smoking

Our rates are: (2-night minimum ~ The Waves House accommodates 7 guests maximum including children/infants any time, day or night)

Oct 15-Nov 14: $150/night.
Nov 15-Feb 29: WINTER SPECIAL! $135.00/night (Excluding Holidays, Newport Fest).
Mar 1-May 15: $150/night (Excluding Spring Break).
May 16-Oct 14: $200/night.
$80 Cleaning fee 
11.8% lodging tax 
$40 hot tub maintenance fee (if utilizing)

Rent 7 nights September-June ~ LAST NIGHT IS FREE (Excluding Spring Break)

ADD 1-2 DOGS ($35 EACH - NON-REFUNDABLE)

We accept personal checks, Visa, or Master Card.

½ is due upon booking the reservation, and full payment is due 21 days prior to arrival date. 

If you have other questions about the home, area, or other and/or you'd like to reserve your dates at The Waves House, I would be happy to assist you. Thank you for considering The Waves House on the Central coast in Waldport, Oregon for your Oregon coast ""getaway"". I look forward to hearing from you! ~ You would enjoy The Waves House!

If you do wish to reserve your dates of interest, please give me a call at: 
 
 PST ~ Thank you!  Nancy Tinsley, Owner

Here is what our Guests are saying about The Waves House ~

Amazing, comfortable, decorative, ultra clean, short walk to beach, sipping wine waiting after our long drive, no wind, contemporary, hot tub of my dreams, BBQ every night, yea for wireless, espresso every morning, staring at the ocean having lunch on the deck, memories forever. . .. . .. . .. . ..thanks. . .. . .. . . Sharon, Tennessee

This is the ultimate kid-friendly home! From the stroller, high chair, porta-crib down to the many toys, games, and books, books, books, it has been one of the best vacations we have ever had. It saved us bringing all of these things which is a big deal for us. You may be hearing from our friends because we have recommended your home to them ~ the kids (and we) cannot wait to come back ~ maybe for some winter storms next time! Jessica, Idaho

We spent our honeymoon here at The Waves House and everything about the house, the whole area, and the beach exceeded our expectations. It was even better than the photos online. We appreciate the hot tub, espresso machine (!) and the views of the ocean a lot. Hopefully, we will have our first anniversary at The Waves House next year! Heather, Arizona

You may view availability, photos and info on The Waves House at our web site: https://oregoncoastnow.com/
    "
7 nites 2ba condo Villa del Palmar Cabo,2019-03-05,$1100,1br,"Cabo San Lucas, Mexico","
        
We are renting a 1 bedroom suite that accommodates 4 adults for $1000 for 7 nights and the suites are spacious, air -conditioned and immaculate...
All rooms have views to the Lands End in the ocean.
On the gulf side which you can swim in
$1100 Now through May 3, $1325 May 4 - Nov. 4
The dates available are anytime except last two weeks of December

It can also be for Cabo San Lucas, Mexico.  The dates offered are floating so any We are renting a 1 bedroom suite that accommodates 4 adults for $1000 for 7 nights and the suites are spacious, air -conditioned and immaculate.



    "
Luxury Suite Rental-16 Rnds of Golf on 2 Great Courses/ 2 Spa Massages,2019-03-05,$2500,2br,"Nuevo Vallarta or Mayan Riviera, Mexico","
        
Rated in January 2018, for the third year in a row, as a 5-diamond resort by AAA (top 0.4%), the Grand Luxxe is a premier resort located 10 minutes from the Puerto Vallarta International Airport and just 25 minutes north of Puerto Vallarta, Mexico. It is located on an expansive property including a long sandy beach.

The Master Suite is a two-bedroom, two-bathroom accommodation covering 2,500 square feet filled with choice furnishings, richly textured fabrics and beautiful art. There are floor-to-ceiling glass sliding doors in the master bedroom and living room. The suite features a large terrace, plunge pool, three 42"" flat screen TVs with cable, a reading nook, and an large living area. The bathrooms have marble vanities, showers and over-sized whirlpool tubs. The kitchen has granite counter tops, top of the line stainless steel appliances (full size refrigerator) and all dishware. The Grand Luxxe also brings its exceptional personalized service with a concierge on each floor ensuring the utmost comfort to guests. The master bedroom has one king size bed, the second bedroom has two double beds and two single pull-out sofa trundle beds in the main living area provide room for two more people, totaling six.

Your week-long stay includes 16 rounds of golf on a Nicklaus 18-hole course and/or newly opened 18-hole Greg Norman course (includes green fees, golf cart and driving range - excludes caddy tip of about 150 pesos/pp). Rental clubs are available. Two 50 minute massages in the world class Brio spa are also included, as is free access to the workout facilities. For more information on the golf see https://www.vidanta.com/web/guest/golf.

Your stay includes use of all pools and amenities of the large resort complex including tennis courts, a kids club, wave pool, 500m long lazy river (Nuevo Vallarta) and slide (Nuevo Vallarta). You also have exclusive use of the more secluded Grand Luxxe pools. There is free WiFi in the suite. On-site restaurants, nightclubs, lounges and bars range from casual to fine dining, even on the beach.  It is not an all-inclusive resort but does offer meal packages to suit your needs.

Arrivals/Departures on Fridays, Saturdays, Sundays or Mondays. Grand Luxxe properties are in Nuevo Vallarta (adjacent to Puerto Vallarta) and in Riviera Maya, just south of Cancun. Free transportation from the airport to the resort. Weeks not available for rent include Christmas, New Years, Holy Week and Easter.

For more information please see www.vidanta.com. Property pictures shown are the Nuevo Vallarta location.    "
Pueblo Bonito Emerald Bay -  Sleeps 6 $900 a week,2019-03-05,$900,1br,Nuevo Mazatlan,"
        
A beautiful place! Bargain price for a 5 star resort (only $129 a day $900 for 1 week). (If booking direct with the resort, you would get a hotel room for max of 4 people for $508 a night). My unit sleeps 6 people for $129 a night.
This is a Master Suite, 973 SQFT, 1 bedroom, 2 bath, either 1 king or 2 queen beds plus a pull out sofa in the living room. There is a free shuttle to Pueblo Bonito resort in Mazatlan. Very convenient.

Pueblo Bonito Emerald Bay is a 5 star resort that sits like a lovely jewel in an exclusive area known as Nuevo Mazatlan overlooking the Pacific Ocean and its own private beach. Beyond Mazatlan, yet rooted in its colorful past is an environment of uncommon luxury, where history and romance meet on a secluded beach to create a getaway unlike any other. Rejuvenation awaits inside its gates. This newer resort, sits on 20 pristine acres overlooking the Pacific Ocean and is in a new and unspoiled area that is known as ""New Mazatlan."" Available anytime after January 2nd, 2019 except Easter Holiday, Xmas and New Year.

Each suite comes with a panoramic ocean view, and amenities like outdoor jacuzzi, a beauty salon with mini-spa and lighted tennis courts near by. Amidst the sound of native birds, you'll relax below 150-year-old mangroves that surround a free-form pool, stroll the shoreline by the bay, sport fish, play golf, tennis, enjoy any number of nearby water activities, or just relax at the beautiful pools with swim-up bar. Go and make some unforgettable memories. Sorry, absolutely NO PETS.
To see more pictures of this resort, please visit:  pueblobonito.com. 

Please contact me with your desired dates. Not available on Christmas, New Year or Easter week. Check in is any day of the week. 

RESERVATIONS CAN BE MADE MINIMUM 45 DAYS PRIOR TO ARRIVAL AND RESERVATIONS CAN NOT BE CANCELLED FOR ANY REASON. THEREFORE YOUR MONEY IS NON-REFUNDABLE.

Payment policy: payment is due in full within 5 days of confirmed reservations and is non-refundable. I accept cash if you're local, us cashiers check or us money order. Thank you for reading my add. 

Please respond via email or text  
.  

For more pictures, please check out their website:  http://www.pueblobonitoemeraldbay.com or RCI.com resort #5792.

P.S. This unit is for sale by us at a discounted price of $7000 plus closing costs. This is timeshare ownership program. One week (7days) can be used every other year - odd years only (i.e. 2017, 2019). 2019 maintenance fee is $665 and is paid every other year. Our ownership contract runs out in 2035. This would make a lovely wedding or graduation gift or as a gift to yourself and your own family. 

P.P.S. This is a timeshare owned property. Attending a sales presentation upon arrival at the resort is not required and it's not recommended. Be aware of high pressure sales! You have been warned.  

Location: Nuevo Mazatlan, Mexico 
It's NOT ok to contact this poster with services or other commercial interests
    "
Olympic Peninsula Cabin,2019-03-05,$175,3br,Lake Sutherland,"
        
Taking Reservations for next Season. $75.00 deposit books your dates. Check out our reviews on Facebook page

www.facebook.com/lakesutherlandcabin/n).

2 Bedroom Cabin with a loft that is right on Lake Sutherland. Enjoy all that the Olympic Peninsula has to offer while staying in this cozy cabin. All rooms have a queen size bed and one also has a twin bunk above. Fully furnished kitchen. There is Direct TV, but no internet. Cabin sleeps 7 comfortably. 

 Outside enjoy use of paddleboat and 12' Aluminum row boat. Deck with swing, gas grill, table and plenty of lawn chairs. 

  Cabin cost $175.00 per night (2 night minimum). Holiday weekends (3 night minimum). A $75.00 non refundable reservation deposit is required.   Reservation deposit will be subtracted from total amount. A $75.00 cleaning fee and a $150.00 security  deposit is also required prior to rental. Security deposit is refunded (as long as there is not damage or excessive cleaning needed). Guest must fill out rental agreement/waiver prior to entry.

Sorry but pets are not allowed

Also, Cabin has limited parking and is not accessible for vehicles pulling trailers. Trailers must be parked at the top of property. 

Note: The dock is under construction/repair and is not included at this time. Paddleboat and row boat must be launched from shore.


 Things to do within miles of the cabin. Marymere Falls . Salt Creek tide pools, Hurricane Ridge (All Pictured) Also: Sol Duc Hot Springs, Hoh Rain Forrest, Lake Crescent, East Beach is only a couple miles from cabin (this is a great place for younger kids to splash around)

Email, Call or Text for availability or any questions you might have
    "
"CABIN IN CLE ELUM, ROSLYN, SUNCADIA, SNOWMOBILING",2019-03-05,,3br,"Ronald, Cle Elum, Roslyn, Suncadia, Wa.","
        
To secure a reservation, go to www.vrbo.com and type 1197307 into the destination/listing # box.  
           
You can check availability, rates, terms, and conditions and instantly book your stay!

For any additional details or questions feel free to call or text  
 

Minutes from the Brick and Suncadia activities.

Newly built rambler ready for your next getaway!!!  Perfect for every season!!!

Open concept rambler,  3 bedroom 2 bath home for your next family gathering, or outdoor adventure...  
Convenient location to Roslyn, Suncadia, Cle Elum.  This property sits on the greenbelt of the Suncadia property, on a quiet dead end road.  

Activities galore!  Hiking, snowshoeing,  snowmobiling, boating, golfing Etc. Etc. ...or a just a cozy relaxing summer/winter getaway with a wood fire, movies, games and more. 

$229 WEEKDAYS
$289 WEEKENDS 

Set up:
Master Suite with King bed, master bathroom with large shower and large corner soaking bathtub.
Bedroom 2-Full size bed.
Bedroom 3-Queen size bed.  
Additional full bathroom.
Fully appointed kitchen.
laundry room.
Garage.
Back deck with BBQ and gas fire.
All sits on 1/3 of an acre.



THANK YOU, 
TODD

    "
Weekend Hideout,2019-03-05,$149,1br,Leavenworth,"
        
At Lake Wenatchee where the Weekend Hideout home is located, almost any recreational activity you wish to enjoy is within reach. The cross-country skiing trails are within walking distance from the home. 

This recently remodeled cabin features a large private sandy beach on the south shore of the beautiful Lake Wenatchee. There is a spectacular view of the lake on both the upper and lower decks.

The cabin offers a full kitchen, spacious enough for cooking up hideout snacks and meals! While you enjoy your good eats, you'll be able to look out the windows onto the lake. 

Bring up to 8 of your loved ones, family or friends! Bring whoever you want to spend the weekend hiding out with. 

The upper deck wraps round much of the cabin, and best of all, the lower deck is just 25 steps to the waters edge! 

Visit us at WeekendHideout.com for more info and/or booking!

Rates from $149. Further, this offer is limited to the following dates: 03/08/19 -03/10/19; rate does not include one-time cleaning fee and tax.    "
Maui sunshine 2019 sleeps 4,2019-03-05,$172,1br,Lahaina,"
        
ON THE BEACH IN MAUI!!!

The availability of 1 bedroom  units in 2019 is scarce!!!However, I will be happy to check on your desired vacation days regardless. Lets plan ahead.

 Available 5 star 1 bedroom vacation condo on the beach in Maui ""Sands of Kahana Resort"" west side of Maui just past Lahaina.
This is a beautiful place! Unfortunately, we can not go in 2019.
The $172 per night is a bargain for a 5 star resort/$1200 for one week. It is possible to get 2 consecutive weeks for total of $2400.

PLEASE NOTE: this unit is not available during the Christmas week or New Years!!!

Sleeps 4 people. 1 bedroom has a queen bed and living room has pull out sofa.
Condo has a full kitchen and there are BBQ grills outside for your use. 
W/D in the unit. 

This timeshare rental is for 1 week, 7 days. Rent for 1 week/7 days is $1200 for year 2019 ($172 a day) and is non refundable FOR ANY REASON. 
You would be renting this time share from a private party not from the resort. 
Reservations must be made minimum of 45 days ahead of arrival date. 
No pets allowed. Not available on Christmas or New Year.  

Please contact me with your desired dates and I will be happy to check with the resort on availability.

Payment policy:  payment must be made in full within 5 calendar days of confirmed reservations or reservations will be cancelled automatically. 
Method of payment: I accept cash if you're local, cashiers check or US money order (no personal checks please).
At the time op payment you will be required to provide a photo copy of your driver license or a picture I.D and the original for verification. 

PS Please be advised that the inventory of available units changes daily. 

Thank you for reading my add.

P.S. This timeshare unit is also for sale for $15,000. Price is firm. Usage is 1 week every year, except Xmass          week and New Yars day. 
        RCI week RED (best rating for exchange purposes); 1 week a year ownership.


    "
Maui  Spring Break Westin Kaanapali Resort Villa,2019-03-05,$2150,1br,North Kaanapali,"
        
Premium One Bedroom Villa with separate master bedroom, soaking tub, dual vanities, shower with ocean view walk-out lanai.  Villa has separate combination living/dining/full kitchen  with lanai.

Will rent for spring break at $2,150.  If renting from Westin this unit would be $4,000+ for the week. Save $$$$ by renting from owner.  Have too many unused weeks and trying to cover my annual dues.

April 6th -13th -Seattle Spring Break.  Perfect family vacation.  Sleeper couch and/or request comfortable fold up hideaway bed.  Perfect for two adults and two children or teens    "
Private Island in the South Sound,2019-03-05,$100,2br,Puget Sound,"
        
2 bedroom water view cabin on a private island in the South Puget Sound approximately 40 minutes from Tacoma... Large private backyard,  large deck w/ view, updated kitchen, wood stove, satellite TV,  2 community beaches, ... $100/night. Call or Write Gayle for details  
..   Perfect get away!

Military discounts    "
"Whistler - Large, 2 level, 1 bdrm condo - Heated Pool, HotTub, Sauna",2019-03-05,,1br,Whistler Creekside,"
        
Large,  lofted one bedroom unit, on 2 levels with an open concept.  It has a full kitchen with lots of counterspace, double kitchen sink and dishwasher.

Perfect for a couple, but can sleep up to 4 people.
 
High cathedral ceilings, mountain views, river rock gas fireplace, high speed internet, secure ski and bike storage room, Hot Tub, outdoor heated swimming pool, Sauna, BBQ's,  FREE secure underground parking, and washer/dryer in the building.
 
All in a newer complex located just across from the Creekside gondola (less than 90 yards/meters).
 
It is also just across the street from restaurants, pubs, grocery stores, liquor store, bank, Starbucks, Whistler guest services, kids ski school, ski rentals etc...
 
Outdoor heated pool, hottub, sauna, FREE secure underground parking, secure ski & Bike storage, large lobby area, etc ....

Brand new 42"" flat screen TV
 
Our Lodge  is easy to find and is setup well for the ease of unloading your baggage. Pull up to the front lobby doors, grab a luggage cart, lock up your skis in the locker room , park in the secured underground parking.  Then up the elevator to the unit, slip into your swimsuit, grab a drink of choice and then head down to the hot tub, heated outdoor pool or sauna and you're there.  You are now in full Vacation mode.


 INCLUDES FREE SECURE UNDERGROUND PARKING ($25./day savings)


Non smoking

Rates depend on the season and your length of stay.



Lake Placid Lodge has its own heated pool, hot tub, sauna with change room and barbecues to make this a year round destination. 
There is a great lobby area with 4-sided stone fireplace for you to gather with friends. 
Plus FREE, heated underground parking for vehicle.    "
Maui  Spring Break Westin Kaanapali Resort Villa,2019-03-05,$2150,1br,North Kaanapali,"
        
Premium One Bedroom Villa with separate master bedroom, soaking tub, dual vanities, shower with ocean view walk-out lanai.  Villa has separate combination living/dining/full kitchen  with lanai.

Will rent for spring break at $2,150.  If renting from Westin this unit would be $4,000+ for the week. Save $$$$ by renting from owner.  Have too many unused weeks and trying to cover my annual dues.

April 6th -13th -Seattle Spring Break.  Perfect family vacation.  Sleeper couch and/or request comfortable fold up hideaway bed.  Perfect for two adults and two children or teens    "
"From $61/nt or $358/wk. Seattle Kent/DesMoines, near airport",2019-03-05,$61,None,Seattle Kent/DesMoines,"
        
** AVAILABLE ASAP!! **

- Kent/DesMoines:  Completely Furnished studios w/ kitchen available! Daily rate from $61/night. 7 days or longer stay from $358/week.  Plus tax. Includes all utilities and parking! Free In-room WiFi access. Walking distance to Fred Meyer. 6 miles from Seatac airport. Only 20 minutes to Downtown Seattle or Bellevue. On buslines. No credit check or application. This is a long term hotel property. Pets are welcome with $150 pet fee per pet.

BED OPTIONS: 1 Queen Bed - handicap accessible. 2 Queen Beds.


FOR MORE INFORMATION, PHOTOS AND TO RESERVE A UNIT, PLEASE GO TO THE WEBSITE NOW: http://www.apthunters.com/more_info.php?id=1829

Or please reply to this ad and mention Ad#: 201988. And provide the following to get a quote. 


1. Your move in and move out date

2. Number of adults and children in your party

3. Any pets/ requirements?

4.  Your preferred price range, and absolute max? 



Thank you!

Apartment Hunters
 
 (M-F 12pm to 8pm PST)    "
Relax Lodge,2019-03-05,$199,3br,Leavenworth,"
        
Don’t relax just yet, wait until you get here. In fact, it is almost impossible not to slow down at Relax Lodge, unless of course you are taking on some of the active outdoor activities in the area.

In fact, you can do both - keep on the run with activities and later snuggle back in at Relax Lodge into the over stuffed furniture. Warm your toes in front of the wood burning stove and yes - and yes - plunge into the warm and inviting hot tub.

The temp is just right, right now awaiting your visit.

Relax Lodge is nestled in the back of a quiet cul-de-sac deep in the woods, making it perfect to getaway and relax.

On the main floor there is a full bath and bedroom with a Queen Bed and upstairs there are two rooms. The first with a Queen sized bed and a twin bunk bed; a great arrangement for families.

The second upstairs bedroom has 2 Queen Beds and there is a full bath on this floor, too. All in all, Relax Lodge sleeps 10 altogether and is wonderful for gatherings.

Visit us at RelaxingLodge.com for more info and/or booking!

Rates from $199. Further, this offer is limited to the following dates: 03/08/19 -03/10/19; rate does not include one-time cleaning fee and tax.    "
From $61/nt or $331/wk.  Puyallup near Fred Meyers and Downtown,2019-03-05,$61,None,Puyallup,"
        
** AVAILABLE ASAP!! **

- Puyallup: Newly renovated Furnished studios w/ kitchen available! Daily rate from $61/night.   7 days or longer rate from $331/week.  Plus tax.  Includes all utilities and parking!  Free In-room WiFi access.  No credit check or application.  Convenient to Fred Meyers, Downtown Puyallup.  On buslines.  No credit check or application.  This is a long term hotel property.  Sorry, pets are not accepted.  We do have other properties that are pet friendly - please inquire.


BED OPTIONS: 1 ONE QUEEN SIZED BED - ADA ACCESSIBLE. 2 QUEEN SIZE BEDS.


To inquire further about this property, please reply to this ad and mention Ad#: 201990 and provide the following to get quote:

1. Your move in and move out date

2. Number of adults and children in your party

3. Any specific preferences or requirements 




Thank you!

Apartment Hunters
 
 (M-F 12pm to 8pm PST)
    "
"%%%% 8022 15th Ave NW Seattle, WA 98117%%%%%",2019-03-05,$1650,1br,Ballard,"
        
We've created a brand new apartment community within walking distance of downtown Ballard, yet with its own quiet, residential character. Residents enjoy a 24-hour fitness center, root top patio with fire pit and BBQ grill as well as high end amenities such as stainless steel appliances and wood flooring. Stop by today to discover the lifestyle you have been looking for.    "
"Furnished Studio, Loft & 1 br available, Month to month! **",2019-03-05,$2595,1br,Downtown Bellevue,"
        
DOWNTOWN BELLEVUE: Completely furnished Studio, studio with loft and 1 bedroom with kitchenette. $2595 to $2995/mo. /mo. Includes all utilities and garage parking! 30 days minimum stay. Walking distance to Expedia, Microsoft Bellevue and the Bellevue transit Center! On buslines. Sorry, no pets accepted (we do have other pet friendly furnished rentals in the area, please inquire).

* To inquire about this unit, please reply to this ad 
OR PLEASE GO TO THE WEBSITE NOW FOR PHOTOS  AND MORE INFORMATION: 
http://www.apthunters.com/more_info.php?id=32



Thank you,

Apartment Hunters Seattle
 
, M-F 12pm to 8pm    "
Clam Crossing,2019-03-05,$144,2br,Ocean Shores,"
        
Calling all clams: It's time to cross on over to the ocean! Clam Crossing cottage awaits in you in the heart of Ocean Shores.

This cute one-story home is located just a short, ten minute walk from the beach front where you and your family (or friends too), can soak up the sun, play in the waves and maybe dig up some clams if it's the right season.


This is a one story, two bedroom home with a single, full sized bathroom. The master bedroom is home to a king size bed, while the second bedroom contains a queen. Four guests can make use of the beds, but if your party includes a fifth the couch is very comfortable!

The bedrooms are stocked with fluffy pillows and cozy linens, while the bathroom is kept stocked with fresh towels. Our housekeepers provide hospitality-grade housekeeping, ensuring that your stay will be a real""home-away-from-home""experience.

Clam Crossing has a full kitchen including the basic pots, pans, and flatware needed to accompany any meal you may whip up during your stay. But if your idea of a vacation means no cooking then make the short trip into ttown where you'll find plenty of delicious local eats!

The front yard has plenty of grassy green space for you and your family to sprawl out on. There's plenty of room for kids to run wild or play yard games while you just relax.

You'll also notice the deck that is situated at the front of the home. It's perfect for kicking back and enjoying the sun or even just spending a few hours with a good book. 

We do offer WiFi and a smart TV for kicking back at the end of the night. 

Clam Crossing is perfect for anyone looking for a getaway near the ocean - whether that be a romantic weekend away for two, a family outing or even a quiet vacation for one! It's such a short walk to the beach meaning you can come back after a day in the sand and kick back for the evening. 

Visit us at ClamCrossing.com for more info and/or booking!

Rates from $144. Further, this offer is limited to the following dates: 03/08/19 -03/10/19; rate does not include one-time cleaning fee and tax.    "
